promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
67.0,3.1,3.0,40,1,1
60.0,3.0,2.2,34,0,1
97.5,3.0,3.3,47,0,0
86.3,4.2,2.5,46,3,0
73.5,3.2,3.0,36,2,0
95.9,3.8,3.4,38,4,0
81.0,4.7,3.3,41,2,0
79.4,3.3,2.5,52,0,0
83.7,2.7,2.8,31,0,0
74.5,4.0,2.4,33,0,0
91.9,3.7,2.8,48,0,0
85.1,3.0,3.5,25,6,0
73.2,3.7,3.4,20,1,1
85.4,4.3,4.8,60,3,0
95.2,2.6,3.5,25,0,0
72.5,2.9,2.4,49,0,0
82.2,3.4,2.4,50,4,1
74.9,3.2,2.9,42,1,0
68.9,3.1,2.8,25,1,0
86.4,3.5,3.6,34,3,0
79.4,3.8,2.3,24,0,0
93.3,3.3,3.9,38,0,0
84.3,3.0,3.2,30,1,0
81.3,2.8,2.8,35,0,1
82.6,4.5,3.1,54,1,0
76.6,2.3,3.7,27,0,0
80.2,2.3,3.2,25,0,0
84.4,4.5,2.5,36,0,0
77.7,3.4,2.6,25,3,0
84.4,5.0,4.1,29,6,0
67.0,2.1,2.0,40,0,1
60.0,3.2,2.5,50,6,1
80.5,3.3,3.3,37,2,0
72.0,3.7,3.6,46,0,0
84.2,3.8,5.0,37,0,0
97.6,3.4,4.0,44,0,0
69.8,2.8,5.0,41,0,0
96.1,4.4,4.3,34,1,0
80.5,2.7,3.3,47,3,0
89.2,4.5,3.5,27,0,0
99.3,3.8,3.1,33,1,0
62.9,4.7,3.6,55,0,0
100.0,3.5,3.6,47,2,0
76.4,3.9,3.6,43,2,0
82.0,3.7,3.4,34,0,0
73.0,4.0,3.0,32,4,1
80.6,2.7,3.4,48,1,0
65.5,2.5,2.3,28,0,1
81.0,3.2,3.5,45,1,0
73.7,2.8,2.8,26,0,0
78.9,3.6,4.5,50,0,0
85.6,3.8,3.5,35,7,0
79.3,3.4,3.3,53,1,0
82.8,4.1,2.6,39,0,0
94.7,3.9,3.8,49,2,0
80.3,2.6,2.8,47,1,0
90.6,3.9,2.9,44,3,0
84.9,4.1,3.8,36,3,0
88.2,3.5,4.0,41,0,0
95.6,2.9,4.2,31,1,0
86.1,2.8,4.6,33,2,0
74.6,3.5,2.4,50,1,0
79.7,3.9,4.2,49,4,0
66.3,3.3,2.5,35,0,1
81.1,3.5,4.0,34,1,0
84.6,4.8,2.5,33,0,0
88.3,3.3,2.7,32,7,0
96.0,2.9,4.2,36,0,0
81.8,3.3,3.8,30,1,0
79.1,3.7,3.1,45,1,0
82.9,2.2,4.9,41,1,0
98.4,3.6,4.0,28,3,0
82.3,2.8,3.3,47,0,0
79.6,2.8,2.3,44,1,0
94.7,2.0,3.7,45,3,0
100.0,3.3,4.3,40,3,0
86.2,3.5,4.1,51,0,0
88.3,3.6,3.0,41,1,0
73.5,4.1,2.8,44,0,0
91.7,4.0,3.2,29,0,0
80.1,3.1,3.6,45,1,0
80.6,4.1,2.5,30,1,0
75.9,3.1,2.0,36,0,0
81.1,3.4,4.6,38,0,0
86.6,4.3,2.5,39,2,0
80.1,2.8,4.3,42,5,0
82.5,3.8,3.6,54,2,0
100.0,4.2,3.4,46,3,0
93.5,3.7,4.0,40,1,0
76.7,2.9,3.3,30,0,0
95.0,3.2,2.8,27,0,0
76.9,3.1,3.8,42,0,0
82.5,3.3,3.6,28,2,0
91.1,4.2,2.8,44,4,0
100.0,3.5,3.9,39,1,0
82.3,2.6,3.1,34,0,0
61.2,3.3,3.4,33,0,0
83.2,2.7,2.7,42,0,0
81.7,3.1,3.8,50,4,1
86.8,4.0,2.0,33,1,0
89.0,3.5,2.6,25,2,0
89.5,3.7,3.4,41,2,0
66.1,3.1,3.1,39,0,0
81.4,3.3,3.7,31,0,0
60.0,3.2,2.2,44,0,0
73.7,3.8,3.9,37,0,0
73.9,3.3,2.5,20,0,1
79.2,3.6,4.1,53,3,0
100.0,3.6,4.0,36,1,0
71.7,3.7,2.0,35,0,0
100.0,2.3,2.5,46,1,0
83.8,2.8,5.0,25,2,0
84.3,3.7,3.3,46,8,0
84.8,2.4,3.9,32,2,0
87.0,3.0,3.2,44,2,0
88.8,4.2,4.2,25,0,0
100.0,4.5,4.6,27,1,0
70.6,4.3,3.0,30,1,0
89.9,3.8,3.0,42,6,0
75.9,2.6,2.3,45,0,1
84.9,3.6,3.7,54,1,0
82.9,3.1,3.8,34,1,0
97.6,3.7,4.1,34,2,0
76.1,3.8,2.5,44,1,0
82.9,4.5,4.3,43,0,0
67.0,4.5,4.6,26,5,0
97.2,3.4,3.4,40,4,0
84.4,3.8,5.0,35,1,0
93.9,2.5,3.3,33,0,0
91.2,3.7,3.4,25,3,0
87.9,3.2,2.7,43,1,0
89.1,3.8,4.4,53,5,0
93.8,3.5,3.1,47,3,0
81.4,2.9,2.5,26,8,0
78.4,2.0,2.6,47,2,1
89.9,3.3,4.6,53,1,0
84.4,3.6,3.6,38,1,0
90.3,4.3,2.5,31,5,0
84.7,3.0,3.6,33,1,0
76.3,3.3,2.7,36,0,0
77.2,3.0,2.3,50,0,0
69.6,5.0,2.7,38,0,0
74.2,3.3,2.8,20,0,0
85.1,2.0,3.0,40,0,0
92.4,3.2,4.1,43,0,0
82.7,3.9,3.3,41,1,0
84.2,2.8,2.3,35,0,0
100.0,4.3,4.6,46,0,0
82.9,2.1,3.6,34,0,0
88.2,4.7,3.1,38,6,0
95.5,3.2,2.5,49,3,0
92.5,3.9,4.0,34,7,0
98.0,4.6,3.3,36,0,0
94.9,3.5,2.8,36,0,0
85.6,3.9,2.5,32,0,0
84.6,3.4,4.2,45,0,0
60.0,2.5,2.3,28,0,1
75.0,3.7,2.7,29,3,0
77.9,3.7,4.1,42,1,0
71.2,2.9,2.0,34,0,1
91.9,4.0,2.8,39,5,0
88.2,3.6,3.5,41,4,0
78.7,2.0,4.0,40,0,0
90.0,3.4,3.5,26,3,1
68.5,3.2,3.4,38,0,0
87.3,2.0,4.4,34,0,0
82.3,3.1,2.2,32,0,1
76.4,3.6,2.5,43,5,0
78.9,2.3,2.4,50,2,0
82.8,3.9,2.5,48,1,0
88.9,3.8,3.9,58,0,0
78.9,2.8,2.8,39,0,1
86.9,3.6,3.4,25,0,0
74.1,2.9,2.0,27,0,1
76.8,2.0,2.6,36,0,1
82.1,2.5,2.2,39,0,1
66.0,2.0,3.2,50,0,0
76.3,4.0,2.8,35,1,0
96.5,3.3,3.6,47,1,0
76.6,3.0,2.9,41,2,0
84.3,3.3,2.4,33,1,1
71.4,2.6,3.2,50,3,1
83.9,2.7,3.4,44,4,0
96.2,2.3,3.8,37,0,0
82.1,3.8,4.3,29,1,0
92.9,2.2,3.2,46,1,0
84.4,3.2,4.1,60,3,0
78.8,2.3,3.3,34,1,0
73.6,3.3,3.7,47,3,0
72.5,3.4,3.3,55,1,0
73.4,2.5,2.3,35,0,1
85.8,3.4,2.8,43,1,0
74.6,3.7,2.8,36,3,0
81.5,2.6,3.0,32,0,0
77.7,2.7,2.5,27,0,1
64.6,3.5,4.0,36,0,0
91.3,4.6,3.6,56,0,0
78.3,3.6,3.0,50,2,0
93.4,3.4,4.1,40,2,0
94.0,4.3,3.9,30,0,0
68.3,3.2,3.1,31,1,0
66.8,3.2,3.1,25,2,0
71.0,3.3,2.3,38,0,1
83.9,3.3,3.5,36,0,0
73.7,3.4,2.4,23,0,0
68.0,2.6,2.0,29,0,1
67.4,2.9,3.0,38,3,0
92.8,2.0,3.7,28,2,0
75.2,3.5,2.7,35,2,0
88.5,2.3,3.1,31,2,0
79.8,3.1,3.1,43,0,0
75.0,3.8,4.0,28,1,0
95.1,3.3,4.5,35,3,0
77.2,2.3,4.3,34,0,0
78.2,2.6,3.3,26,1,0
76.4,4.7,4.0,36,3,0
88.0,3.3,4.3,39,3,0
77.5,2.0,2.1,37,0,1
85.9,4.5,3.0,32,0,0
78.6,2.7,4.2,37,0,0
77.3,3.1,3.3,44,1,0
75.7,3.6,3.7,34,3,0
69.0,3.1,2.0,24,2,1
63.4,3.8,4.0,33,4,0
95.0,4.0,4.8,29,2,0
77.9,3.1,4.0,34,3,0
75.8,3.7,2.1,38,0,1
80.8,4.1,3.1,34,0,0
60.0,3.5,3.5,25,0,0
82.7,2.5,3.3,36,1,0
87.2,3.3,5.0,44,0,0
82.7,2.8,3.3,25,0,0
85.9,3.0,3.3,35,2,1
88.2,3.9,2.8,41,7,0
78.6,2.8,2.3,23,3,0
85.7,3.6,3.7,41,0,0
86.9,2.8,3.2,32,0,0
100.0,3.6,3.5,43,0,0
77.9,3.7,3.7,39,2,0
76.1,3.6,2.9,49,4,0
75.4,2.8,2.9,44,1,0
95.6,3.8,3.8,43,3,0
84.0,3.4,3.7,28,1,0
79.0,2.9,3.0,35,3,1
90.0,3.7,2.0,33,3,0
72.4,2.4,2.0,34,0,1
92.7,3.0,3.1,52,2,0
78.0,4.2,2.5,28,1,0
77.3,3.6,3.8,33,3,0
89.5,4.1,4.3,47,1,0
86.6,3.6,5.0,32,3,0
89.1,3.4,3.8,59,0,0
73.5,4.1,4.6,34,3,0
90.5,2.8,2.8,31,0,0
72.7,3.8,4.0,32,0,0
74.3,3.1,2.4,41,0,0
78.4,4.3,3.5,41,1,0
80.0,3.6,2.6,43,1,0
79.0,3.7,3.8,35,2,0
72.2,3.2,3.2,34,4,1
81.4,3.0,3.5,27,4,0
91.4,3.4,2.8,47,1,0
75.8,3.7,3.4,38,3,0
88.6,3.2,4.9,25,1,0
87.7,3.4,2.6,31,2,0
72.5,3.5,3.7,37,0,1
84.7,3.9,3.9,39,0,0
97.0,4.2,3.5,41,1,0
86.4,3.1,4.5,25,0,0
89.5,3.4,3.4,39,2,0
80.0,4.2,3.6,37,0,0
73.9,3.6,2.9,25,0,0
98.9,3.1,2.5,28,0,0
88.3,3.4,4.8,59,9,0
67.8,3.3,2.7,43,1,1
97.0,2.7,3.6,46,1,0
87.4,4.3,3.3,30,0,0
90.0,2.6,3.6,41,1,1
92.2,3.9,3.4,49,0,0
66.2,3.7,4.6,47,3,0
86.1,2.9,3.5,60,0,0
94.6,3.3,2.5,45,1,0
73.7,3.0,3.8,50,0,0
89.0,3.9,4.2,38,3,0
82.7,3.0,3.5,50,0,0
79.4,2.6,3.4,51,2,0
73.4,2.3,2.0,43,1,0
75.8,3.3,3.1,40,0,0
91.6,4.0,5.0,60,0,0
94.4,3.7,2.8,34,1,0
100.0,3.4,4.4,35,1,0
81.3,2.8,4.6,27,1,0
97.5,3.9,3.5,53,2,0
100.0,2.8,3.4,45,3,0
74.7,3.6,3.6,47,0,0
91.3,3.5,2.5,48,2,0
82.9,2.9,3.9,44,4,0
67.2,3.2,2.3,33,1,1
98.5,4.3,4.9,41,2,0
75.9,2.9,3.8,46,0,1
81.3,3.7,3.0,37,1,0
71.1,2.3,4.3,60,1,0
72.0,4.3,3.1,46,1,0
76.9,2.1,2.1,43,0,1
79.9,3.1,3.3,25,0,0
77.9,3.1,4.1,48,0,0
73.3,3.3,2.8,45,0,0
76.1,5.0,2.8,32,1,0
82.1,2.6,2.9,50,3,1
61.2,2.9,3.5,25,0,0
100.0,3.0,4.4,44,5,0
70.1,3.3,2.4,48,1,0
86.5,3.3,2.9,60,2,0
75.8,4.4,4.4,41,6,0
93.1,3.9,3.5,58,0,0
90.3,2.8,3.4,29,1,0
64.9,4.0,3.6,38,0,0
88.6,3.6,3.9,54,0,0
87.0,2.8,3.8,25,2,0
85.9,4.1,2.9,49,2,0
69.5,3.8,3.5,50,0,1
90.0,5.0,2.9,37,2,0
77.0,4.6,3.9,34,7,0
65.2,2.9,2.1,20,2,1
93.8,3.0,4.1,38,2,0
83.0,3.1,2.5,35,0,1
91.4,3.9,3.0,35,0,0
89.6,3.1,3.6,44,5,0
65.1,2.4,3.2,29,0,0
84.4,2.7,4.0,50,1,0
75.4,2.8,2.5,28,0,0
80.1,3.8,2.7,42,0,0
86.3,3.2,2.5,42,1,0
84.0,3.0,4.1,36,5,0
65.7,2.7,3.0,39,0,0
90.6,5.0,3.7,36,0,0
89.4,3.4,3.2,43,0,0
70.7,2.7,3.3,54,0,0
79.1,3.4,3.6,25,0,0
86.7,2.0,3.3,36,1,1
83.7,2.1,2.3,41,0,1
99.9,3.1,3.7,29,6,0
60.0,3.9,2.4,27,2,0
97.1,2.5,2.5,53,2,0
78.5,2.0,2.8,37,2,0
78.1,3.9,2.9,32,1,0
66.9,2.8,4.4,39,0,0
71.5,4.0,4.1,25,0,0
76.0,4.2,2.8,59,3,0
100.0,3.3,4.3,48,6,0
79.5,3.9,4.5,36,1,0
95.4,3.0,3.0,36,0,0
85.5,4.2,3.9,59,0,0
85.4,4.9,2.6,34,3,0
82.5,3.3,2.3,26,8,0
92.4,2.5,4.6,48,0,0
98.3,2.7,4.2,48,0,0
78.4,3.9,3.1,42,4,0
64.5,2.9,2.6,50,1,1
86.3,3.2,4.1,37,0,0
88.4,3.8,3.2,39,1,0
62.3,3.5,4.6,25,0,0
100.0,3.9,3.0,43,0,0
82.7,3.7,3.4,29,0,0
79.2,3.1,2.0,50,0,1
67.7,2.0,2.8,41,4,1
64.5,3.5,2.9,31,2,0
82.2,4.4,3.7,39,1,0
76.1,4.9,5.0,34,5,0
74.4,3.6,2.7,32,3,0
85.9,3.2,3.8,49,2,0
91.6,3.0,2.5,60,0,0
83.4,3.1,3.4,35,0,0
69.7,2.3,3.8,25,2,0
74.9,3.9,3.7,49,4,0
87.3,3.6,3.8,25,0,0
87.9,3.8,3.6,33,2,0
85.2,3.4,5.0,30,1,0
100.0,3.1,2.6,54,1,0
69.6,2.8,3.1,42,4,0
89.6,4.4,3.9,26,1,0
66.6,3.0,3.4,42,1,0
87.0,4.3,4.9,41,0,0
83.0,3.2,2.9,39,0,0
74.7,3.2,3.3,60,1,0
82.3,3.9,2.8,44,2,0
82.5,2.9,3.4,42,1,0
75.6,2.8,3.6,32,0,0
100.0,3.0,2.7,56,0,0
96.4,3.7,4.0,25,0,0
68.1,4.7,4.0,27,0,0
83.3,5.0,3.2,55,0,0
89.6,3.9,3.7,25,3,0
72.4,2.6,2.5,35,0,0
83.5,2.9,2.5,25,0,0
77.1,3.4,2.0,37,2,1
79.0,3.1,2.7,30,3,0
81.2,3.0,3.3,27,0,0
65.3,3.2,2.5,43,0,0
85.3,5.0,3.1,27,3,0
96.2,2.4,4.2,41,0,0
69.8,3.4,5.0,38,0,0
87.5,3.0,2.5,55,0,0
76.3,3.2,2.6,38,0,1
78.6,2.5,3.1,26,1,0
96.7,3.0,4.6,36,0,0
84.9,4.0,3.6,25,2,0
65.4,2.9,3.8,39,2,0
84.8,4.6,3.4,41,2,0
89.9,4.4,2.5,47,4,0
88.1,4.3,2.9,29,1,0
67.9,3.7,2.8,49,0,0
79.5,2.5,2.3,29,0,1
84.9,4.1,3.7,46,4,0
69.6,2.5,2.5,60,3,0
68.3,4.2,2.6,41,5,0
81.6,3.6,3.4,34,0,0
100.0,3.4,5.0,44,2,0
92.4,3.1,3.0,45,2,0
71.3,2.3,3.8,46,1,0
76.5,3.4,2.7,38,3,0
90.2,4.3,4.9,37,6,0
77.0,3.1,2.8,55,1,0
81.8,2.4,2.3,32,2,1
76.0,3.6,3.8,44,0,0
95.8,3.4,2.5,54,4,0
88.2,2.7,3.3,46,0,0
75.2,4.1,4.0,30,4,0
89.4,2.9,5.0,27,0,0
88.0,2.6,4.9,41,2,0
89.8,2.9,3.3,32,1,0
87.3,3.3,3.8,39,1,0
80.6,3.8,2.5,35,0,0
73.4,3.2,4.3,37,0,0
86.7,2.6,3.8,50,7,0
100.0,2.0,2.6,35,1,0
72.3,2.7,2.6,38,1,1
60.0,2.0,3.2,50,0,1
73.2,3.4,2.3,31,5,1
83.3,4.0,3.2,31,1,1
77.5,3.2,2.9,50,0,1
81.0,2.6,2.7,35,1,1
100.0,3.3,4.9,60,0,0
88.1,2.3,3.7,33,2,0
91.2,3.2,2.5,37,2,0
85.4,2.9,4.6,40,3,0
92.1,3.1,4.8,27,2,0
86.4,3.8,2.7,49,0,0
77.6,3.0,3.8,39,3,1
96.4,3.0,3.2,31,0,0
83.9,3.9,4.0,52,0,0
86.2,3.0,3.8,51,1,0
86.2,3.9,3.5,37,0,0
85.9,4.4,4.0,33,0,0
95.8,3.5,3.6,48,0,0
79.3,2.6,2.7,31,0,1
88.6,4.0,4.2,32,2,0
74.1,3.9,2.7,37,0,1
88.1,2.4,3.0,28,0,0
81.4,4.0,3.6,40,0,0
93.1,3.1,3.8,39,3,0
80.0,3.3,2.5,51,3,0
87.1,3.8,4.3,37,0,0
77.7,3.9,3.8,41,1,0
93.8,4.6,4.7,44,3,0
90.7,2.5,2.6,46,3,0
99.1,3.4,3.5,41,0,0
83.5,3.4,2.0,31,1,0
66.4,2.3,3.3,36,1,0
91.3,2.4,3.5,39,1,0
71.2,3.5,2.9,40,1,0
83.9,2.9,3.6,26,1,0
89.3,4.0,3.1,26,1,0
78.7,2.0,3.0,34,0,0
75.5,3.4,4.5,53,1,0
68.7,2.5,2.1,25,1,1
83.3,3.3,4.4,37,0,0
69.4,3.3,2.2,34,1,0
69.1,2.9,3.2,50,0,0
91.9,3.9,4.0,51,0,0
96.8,3.2,2.5,50,2,0
83.5,2.6,4.3,45,2,0
87.9,2.6,3.4,47,2,0
64.2,3.0,4.2,60,4,0
75.9,3.3,3.4,39,0,0
74.6,3.4,2.7,33,1,0
62.0,3.2,2.8,36,2,1
83.1,4.5,5.0,25,1,0
97.1,4.2,3.5,41,2,0
77.6,3.0,3.9,38,3,0
74.0,3.0,3.5,24,2,0
75.8,3.8,3.7,35,5,0
64.6,3.4,2.4,50,6,0
82.6,2.5,3.5,36,0,0
63.5,3.8,3.8,32,0,0
66.8,3.0,3.9,48,1,0
73.6,4.0,2.4,31,3,0
77.4,3.0,3.6,29,3,0
86.4,3.4,2.7,30,0,0
78.6,3.7,2.5,33,0,0
79.0,2.2,3.9,60,1,0
60.0,2.0,3.0,31,3,1
79.3,3.4,3.2,32,3,0
100.0,2.8,3.7,53,0,0
100.0,2.5,2.8,35,1,0
90.0,3.0,3.0,50,0,0
80.4,3.1,3.0,38,6,0
85.6,3.4,3.2,34,3,0
67.2,4.5,4.0,49,1,0
80.2,2.9,4.1,36,2,0
77.4,3.7,3.5,41,0,0
87.6,5.0,4.4,53,0,0
71.4,2.0,3.5,41,0,0
61.9,2.2,2.8,30,0,1
78.0,2.7,4.6,48,1,0
99.3,3.8,3.8,33,2,0
86.6,2.7,2.8,34,3,0
92.3,3.6,3.3,51,0,0
85.2,4.0,2.4,24,0,1
89.0,3.4,3.4,60,0,0
87.8,2.4,3.5,43,0,0
61.5,3.8,3.3,28,2,0
86.0,3.4,3.9,37,1,0
75.8,2.9,4.5,32,4,0
77.2,4.6,3.3,46,8,0
88.7,2.3,3.4,49,3,0
77.4,2.3,2.6,34,0,0
94.1,4.3,3.0,33,1,0
81.7,2.1,3.4,40,1,0
70.3,2.8,2.5,34,0,0
75.5,3.1,3.7,58,1,0
99.6,3.1,3.4,60,3,0
76.0,2.7,3.0,26,2,0
93.1,3.2,4.0,43,1,0
98.4,2.7,2.6,25,1,0
76.2,2.5,2.3,34,1,1
91.1,3.1,4.0,45,0,0
78.8,2.7,4.5,43,0,0
85.9,3.0,3.8,48,1,0
76.7,3.5,2.7,35,0,0
70.3,3.0,3.2,44,4,0
72.2,3.1,4.3,41,1,0
98.0,3.0,3.0,36,1,0
88.6,4.5,3.9,53,2,0
63.9,2.7,3.6,34,0,0
79.3,2.6,3.3,46,3,0
82.3,3.7,3.6,36,1,0
84.9,3.4,3.2,48,2,0
72.6,2.7,3.3,31,0,0
65.4,2.9,3.5,41,0,0
76.3,4.0,4.9,46,2,0
77.0,2.5,4.1,34,4,0
73.6,3.2,3.8,25,1,0
85.1,3.9,3.7,49,1,0
79.9,3.5,3.1,29,10,0
96.5,4.3,3.5,34,1,0
73.1,3.4,3.5,24,0,0
91.7,4.1,4.4,49,0,0
83.1,3.5,3.8,52,1,0
75.1,3.0,2.0,20,1,0
89.9,2.8,3.7,45,0,0
85.7,3.9,3.8,26,5,0
80.2,2.2,4.7,45,6,0
96.2,3.3,3.0,32,4,0
84.4,3.2,3.3,29,0,0
100.0,3.6,2.9,34,2,0
100.0,3.4,3.1,46,1,0
91.4,4.4,3.7,47,3,0
61.4,4.0,2.6,43,0,0
79.3,3.7,3.7,50,9,0
90.0,3.8,2.0,25,1,0
82.7,2.9,3.7,49,2,0
82.0,4.1,2.8,40,0,0
69.2,2.8,3.6,30,2,0
100.0,4.0,3.5,44,3,0
93.5,2.8,5.0,34,0,0
79.0,3.7,4.0,45,2,0
68.9,3.8,3.5,25,1,0
60.9,3.5,3.6,50,0,0
100.0,3.2,2.5,40,1,0
100.0,3.2,3.1,41,2,0
72.2,3.1,3.4,60,4,0
64.0,3.5,2.7,20,5,1
85.9,2.2,3.6,48,2,0
76.4,3.4,2.5,34,3,0
83.0,2.7,3.7,38,1,0
61.4,2.8,2.2,29,0,1
79.7,5.0,3.2,56,0,0
84.0,2.0,2.7,20,0,0
83.1,3.9,4.2,31,0,0
100.0,4.3,3.9,25,1,0
92.0,3.6,3.3,45,1,0
88.9,4.4,2.5,39,1,0
75.0,3.0,2.5,48,0,0
88.5,3.9,2.5,47,0,0
92.2,3.8,4.1,33,0,0
82.5,2.8,4.3,41,3,0
71.1,4.3,4.2,25,0,0
69.6,3.6,3.1,38,2,0
90.9,4.3,3.0,45,2,0
73.1,3.2,3.2,37,1,0
94.9,4.0,4.3,36,0,0
72.5,2.4,2.8,48,3,0
74.5,3.5,3.3,25,0,0
73.5,2.9,2.4,26,8,0
100.0,4.7,4.2,29,2,0
76.1,3.4,3.0,40,0,0
68.7,3.5,3.0,41,0,0
91.1,2.0,3.1,55,1,0
100.0,2.1,4.7,41,0,0
94.6,2.1,4.4,31,1,0
81.8,3.0,2.0,50,1,0
73.3,4.1,3.4,51,2,0
90.2,2.4,3.8,38,4,0
90.1,3.1,3.4,50,1,0
82.3,3.4,3.0,26,1,1
78.8,3.6,3.4,31,3,0
78.3,3.2,2.9,37,0,0
83.9,4.0,2.5,55,2,0
80.4,5.0,4.0,32,1,0
88.4,4.2,2.9,42,1,0
78.9,3.3,3.7,39,1,0
100.0,4.7,3.5,42,2,0
77.3,2.9,2.4,26,6,0
78.8,3.8,2.5,36,0,0
66.6,2.8,3.2,23,0,0
90.0,3.5,3.2,38,0,0
100.0,4.1,3.0,39,1,0
83.9,2.8,4.7,40,0,0
90.6,4.0,2.5,42,0,0
74.0,3.7,4.0,40,0,0
90.0,3.4,3.6,38,0,0
87.1,4.4,3.2,46,1,0
100.0,2.0,3.2,41,0,0
84.7,5.0,2.5,52,0,0
83.0,3.1,4.1,38,1,0
84.9,2.2,4.2,43,0,0
63.4,4.9,3.7,36,0,0
66.3,2.6,2.5,48,1,1
66.8,3.1,3.6,50,1,0
82.8,3.1,2.0,40,1,0
66.8,2.8,2.6,41,0,0
84.5,3.8,2.9,35,6,0
94.6,3.3,2.7,52,3,0
100.0,2.7,4.2,27,0,0
82.9,3.0,2.5,46,0,0
89.1,4.5,3.4,60,0,0
79.6,3.5,2.9,44,0,0
79.1,3.4,2.5,33,0,0
85.1,3.7,3.2,44,5,0
92.7,3.5,5.0,51,2,0
80.0,3.8,4.1,36,0,0
86.9,3.7,3.9,49,0,0
81.2,3.6,3.5,41,1,0
73.3,4.2,3.1,43,0,0
92.7,3.3,3.0,53,1,0
84.5,2.9,2.5,25,0,0
85.4,3.4,3.6,38,1,0
77.9,2.8,3.6,31,2,0
94.0,4.2,3.1,25,7,0
87.9,4.1,2.6,48,4,0
100.0,3.6,3.0,46,0,0
73.7,2.0,2.5,38,1,1
94.2,3.1,3.4,34,1,0
80.9,2.6,3.7,58,1,0
72.9,3.7,2.3,37,2,0
80.8,3.2,2.1,29,0,0
94.1,3.6,2.5,60,0,0
88.3,2.6,4.1,38,1,0
89.9,3.8,3.9,25,3,0
84.8,3.5,2.7,51,0,0
85.8,3.1,2.7,50,4,0
75.0,2.4,3.2,42,3,0
75.5,4.0,2.4,49,0,1
90.0,2.2,2.6,42,0,1
95.9,4.3,2.6,47,3,0
81.2,3.4,3.8,36,0,0
76.0,3.2,3.7,38,0,0
86.6,3.3,2.9,30,2,0
92.5,3.1,3.0,28,2,0
70.4,3.9,3.8,21,1,1
77.7,4.0,4.1,49,0,0
90.1,3.6,3.6,36,0,0
86.7,4.1,3.2,46,1,0
63.8,2.3,2.8,39,1,0
79.3,2.8,3.1,35,0,0
100.0,4.1,2.5,36,0,0
84.2,2.5,3.1,39,1,0
87.1,4.6,3.0,53,2,0
84.0,4.0,4.1,49,0,0
85.7,3.8,4.1,35,4,0
76.1,3.8,2.8,30,1,0
72.7,2.6,3.0,51,2,0
81.2,3.3,3.2,46,1,0
78.3,3.2,4.6,25,6,0
86.7,2.0,4.2,27,5,0
82.3,2.3,3.8,27,2,0
72.3,3.8,3.8,43,0,0
69.6,3.9,3.1,30,1,1
89.7,2.4,3.8,48,0,1
84.7,3.3,3.4,42,4,0
88.1,4.0,2.8,46,0,0
88.3,3.3,2.7,37,0,0
76.1,2.8,2.6,22,8,0
94.9,4.2,3.7,37,0,0
65.5,3.8,3.8,36,0,0
87.3,4.3,4.1,41,1,0
100.0,4.3,4.2,35,1,0
84.5,2.5,2.8,35,1,0
89.1,3.2,5.0,49,1,0
90.3,3.2,2.8,48,0,0
100.0,2.7,3.7,25,0,0
80.5,3.9,3.9,29,1,0
66.4,3.1,2.7,42,2,0
81.9,2.8,3.0,32,2,0
100.0,3.1,3.9,30,0,0
73.6,3.2,2.1,39,6,0
89.6,4.3,3.0,55,0,0
70.1,2.9,3.3,43,1,0
88.5,3.9,3.8,27,1,0
68.5,3.4,2.8,34,0,1
85.9,4.9,3.0,52,0,0
69.2,3.4,2.9,42,1,0
65.3,2.2,3.2,45,1,0
92.9,4.3,3.1,44,1,0
100.0,3.8,3.5,53,4,0
86.2,3.1,3.7,39,1,0
97.4,4.4,4.4,42,1,0
69.1,3.0,2.1,50,0,1
66.9,3.3,4.2,32,0,0
70.9,2.9,4.0,39,3,0
74.6,4.1,2.5,58,2,0
93.4,3.4,4.6,35,0,0
100.0,3.0,3.6,29,0,0
84.5,3.3,3.9,54,2,0
77.3,3.6,2.0,43,0,0
83.5,3.3,2.8,32,5,0
97.2,2.4,2.7,44,1,0
90.2,3.3,3.4,36,0,0
81.9,3.0,4.0,26,2,0
92.2,3.8,3.4,42,0,0
71.6,3.5,3.1,42,0,0
87.2,4.2,5.0,42,2,0
80.0,2.5,3.6,51,5,0
68.4,3.3,3.3,49,2,0
89.3,3.0,4.2,25,1,0
82.7,4.5,2.8,25,3,0
78.5,3.0,3.9,48,2,0
74.6,2.2,2.0,34,2,0
69.4,2.7,3.3,22,3,1
100.0,2.4,3.6,36,0,0
87.5,4.1,2.5,30,3,0
64.3,4.0,2.4,46,3,1
88.1,3.1,3.1,51,0,0
82.3,2.7,2.0,42,3,1
70.8,4.4,2.5,48,4,0
78.4,4.1,3.7,53,1,0
100.0,3.0,2.5,43,2,0
89.1,3.0,4.5,58,1,0
72.7,3.9,3.5,38,0,0
69.6,3.3,3.1,31,1,1
76.2,4.0,3.6,60,0,0
78.0,2.7,3.9,41,2,0
100.0,4.7,3.9,47,1,0
100.0,5.0,4.4,45,1,0
100.0,4.7,3.1,42,2,0
88.7,3.1,3.4,25,2,0
90.0,3.2,3.0,31,1,1
80.7,3.4,2.7,45,0,0
80.8,3.2,2.4,30,3,0
75.6,3.1,3.2,45,1,0
75.3,2.7,3.0,25,4,0
88.0,4.0,3.5,34,1,0
100.0,4.7,3.5,34,0,0
